state,land_area_sqmi,operations,SPEND_WORK,SPEND_APP,SPEND_FLC,SPEND_OP,SPEND_AREA,SPEND_WORK_z,SPEND_APP_z,SPEND_FLC_z,SPEND_OP_z,SPEND_AREA_z,mean_spending_2017,emp_farmworker,emp_pesticide_app,emp_flc_supervisor
Louisiana,52378,27386.0,651.7012182268526,1527.1055191992862,1418.8737688094338,19.405269870786228,10.146105629870396,0.32596302383790954,0.5084109570599908,0.06770846695596777,0.020573072907186945,0.3273967190860661,531432.7206813516,815.4545454545455,348.0,374.54545454545456
Maine,35380,7600.0,928.5192910373979,2152.476538313968,1565.4374824101585,33.986471657588964,7.30065530236507,0.7180097915938367,1.0374915954202226,0.16253802024627337,0.3347174528916787,0.03214520522959562,258297.18459767615,278.1818181818182,120.0,165.0
Maryland,12406,12429.0,143.30417989275412,697.2267808821225,569.4455569422598,11.079112496920041,11.09965252492497,-0.3940601075707873,-0.1936886913247558,-0.48188799116181363,-0.1588096408163045,0.42633928771098717,137702.2892242192,960.9090909090909,197.5,241.8181818181818
Massachusetts,10554,7241.0,423.24347351990303,1114.9686655958658,2111.89855664523,51.96822602383713,35.65491042624642,0.002407124933622617,0.15973213611787748,0.5161088891001051,0.7221249628495464,2.974258328300053,376301.9246386047,889.0909090909091,337.5,178.1818181818182
Michigan,96714,47641.0,120.0972690713212,341.71502475245666,695.701583542985,4.805714963668813,2.36727946919935,-0.42692716095631406,-0.4944611625913809,-0.40019790356364765,-0.29396671547273995,-0.4797550269006658,228949.06658414594,1906.3636363636363,670.0,329.09090909090907
Minnesota,86936,68822.0,157.38588584490475,155.33302646431903,680.5065921293976,2.0764636939811907,1.643811359473331,-0.37411673014973135,-0.6521453270618487,-0.41002935646969213,-0.3527670091984539,-0.5548240072159042,142906.3843471735,908.0,920.0,210.0
Mississippi,48432,34988.0,0.0,0.0,0.0,0.0,0.0,-0.597016294507755,-0.7835612294433079,-0.8503302642273945,-0.39750333541104527,-0.7253902573758467,0.0,582.7272727272727,76.66666666666667,378.1818181818182
Missouri,69707,95320.0,46.28640115090424,106.61156400432489,155.20365964546525,0.4988329578884694,0.6821231375031044,-0.5314626484685903,-0.6933649897457227,-0.7499104989825316,-0.38675623976262374,-0.6546113416318186,47548.7575459289,1027.2727272727273,446.0,306.3636363636364
Montana,147040,27048.0,748.1957667167253,524.8080735865782,1536.7134609810585,8.625445268473447,1.5866501878513994,0.46262453389550373,-0.33955953748311263,0.14395302363351523,-0.21167262024960942,-0.560755202813327,233301.04362166979,311.8181818181818,444.54545454545456,151.8181818181818
Nebraska,77358,46332.0,88.20003187710039,232.70821807628676,359.88596516448996,1.3360180006969757,0.8001807958878497,-0.47210198865225345,-0.5866838417674719,-0.6174770942744852,-0.36871952509049005,-0.6423613641771055,61900.38600829228,701.8181818181819,266.0,172.0
Nevada,110572,3423.0,382.1189249732878,1832.007902560612,1074.5076531115058,40.5226905536966,1.2544692125068142,-0.05583598820356279,0.766366542937218,-0.15510306065662646,0.4755368765978291,-0.59522318663183,138709.16976530346,363.0,75.71428571428571,129.0909090909091
New Hampshire,9349,4123.0,892.1989555386348,1747.5301856417889,4066.3683165895472,46.623410240261165,20.561377732441628,0.6665707002385323,0.6948961309281999,1.7806885705337094,0.6069736971985573,1.4081131265333382,192228.32042059678,215.45454545454547,110.0,47.27272727272727
New Jersey,8723,9883.0,21.616308094565007,194.6171842781032,260.90600687064483,5.495890608609612,6.226743882252527,-0.5664019504613296,-0.6189098769717806,-0.6815190388943436,-0.27909724152741944,-0.0792867074877023,54315.886884888794,2512.7272727272725,279.09090909090907,208.1818181818182
New Mexico,121590,25044.0,278.94243967634026,4719.040421228995,2563.4293646182196,20.099197875649235,4.139849589585982,-0.20196086783441428,3.2088734088713187,0.8082580422904869,0.03552338948801008,-0.29582842435134776,503364.3115977595,1804.5454545454545,106.66666666666667,196.36363636363637
New York,54555,33438.0,317.76454494273486,1128.7464510542543,2555.3565489144926,18.34097648601825,11.241601534955151,-0.14697861637720178,0.1713885117776164,0.8030347746195754,-0.0023565724243893135,0.4410682955227603,613285.5717394783,1930.0,543.3333333333334,240.0
North Carolina,53819,46418.0,29.09559565385074,161.05267947219733,133.55588053791973,1.6086405847813865,1.387425977152723,-0.5558093237481816,-0.647306347364818,-0.763917030149504,-0.36284601384641124,-0.5814272381804722,74669.8786643824,2566.3636363636365,463.6363636363636,559.0909090909091
North Dakota,70698,26364.0,703.5941671632828,425.5886669670589,2069.0674322904442,6.016860231462123,2.243748099553982,0.3994570074253707,-0.4235018139677094,0.4883963244434069,-0.26787322298939453,-0.4925729712323579,158628.5031422674,225.45454545454547,372.72727272727275,76.66666666666667
Ohio,44826,77805.0,22.806676842335225,70.59363984199352,190.8743415727748,0.5798567375188723,1.0064639598147473,-0.5647160770815218,-0.723837118651207,-0.7268308788663106,-0.38501062473115016,-0.6209568729991076,45115.75346265586,1978.1818181818182,639.0909090909091,236.36363636363637
Oklahoma,69899,78531.0,959.8516833283301,1991.4379598334567,3038.849584665011,8.266910836557626,9.28781205604811,0.7623846512227732,0.9012486431585212,1.1158641064697528,-0.21939705740260382,0.23833788908129747,649208.7749057069,676.3636363636364,326.0,213.63636363636363
Oregon,98379,37616.0,261.45213810178075,4596.777619202222,2203.7672251421013,40.104711740942015,15.33435831678788,-0.2267317078657854,3.1054358024475177,0.5755496918807081,0.4665317412942161,0.8657436532338456,1508578.8368472748,5770.0,328.1818181818182,684.5454545454545
Pennsylvania,46054,53157.0,3.634239159572404,13.034149634466432,19.928245308894958,0.16495340098037478,0.19039449202922182,-0.5918692616522178,-0.7725339896155831,-0.8374363046375715,-0.3939495005053235,-0.7056344171637824,8768.427935913782,2412.7272727272725,672.7272727272727,440.0
Rhode Island,1545,1043.0,0.0,,,0.0,0.0,-0.597016294507755,,,-0.39750333541104527,-0.7253902573758467,0.0,46.0,,
South Carolina,32020,24791.0,465.10189352807487,1781.6755921357603,1251.882189187902,20.841673257205052,16.1363498350834,0.0616895919378819,0.7237840597140189,-0.04033831017396209,0.05151963395420406,0.9489604318182042,516685.92171937047,1110.909090909091,290.0,412.72727272727275
South Dakota,77116,29968.0,3910.1362607610567,606.5585335252608,6635.382745533914,13.284936089563361,5.1626506137770996,4.940758992172232,-0.2703964579534086,3.4428905215351704,-0.11128632312288382,-0.18969986260937136,398122.96473203483,101.81818181818181,656.3636363636364,60.0
Tennessee,42144,69983.0,0.0,0.0,0.0,0.0,0.0,-0.597016294507755,-0.7835612294433079,-0.8503302642273945,-0.39750333541104527,-0.7253902573758467,0.0,810.0,343.3333333333333,208.1818181818182
Texas,268596,248416.0,258.7696677388319,1176.2860302082001,1181.3301383994874,5.040778157217959,4.662057315460605,-0.23053078725651185,0.2116082695171959,-0.08598684960853623,-0.2889024016888442,-0.24164275815938058,1252209.9467034566,4839.090909090909,1064.5454545454545,1060.0
Utah,84897,18409.0,118.23717893050173,313.5170508433247,1088.7592129286365,3.6142802560990708,0.7837177430831218,-0.42956153493355803,-0.518317404054935,-0.14588202621402008,-0.3196355542265016,-0.6440696144376387,66535.2852345278,562.7272727272727,212.22222222222223,61.111111111111114
Vermont,9616,6808.0,1102.7214212965891,,3546.8977674694406,45.94181757351455,32.52619530371122,0.9647255548057797,,1.4445810926983096,0.5922891390374537,2.649614503937802,312771.89404048707,283.6363636363636,,88.18181818181819
Virginia,42775,43225.0,117.88665928887048,324.1183090899467,225.03626527669314,3.156826098944305,3.190036426110288,-0.4300579623927238,-0.5093484555282111,-0.7047274544593293,-0.32949116521604155,-0.3943835710310175,136453.80812686757,1157.5,421.0,606.3636363636364
Washington,71298,35793.0,103.78609398412463,1430.7948174614594,1058.7601923932793,27.509484506069615,13.8103029387325,-0.45002804958800746,0.4269295228411358,-0.16529197187263336,0.19517414619914292,0.7076036030554071,984646.9789257498,9487.272727272728,688.1818181818181,930.0
West Virginia,24230,23622.0,0.0,0.0,0.0,0.0,0.0,-0.597016294507755,-0.7835612294433079,-0.8503302642273945,-0.39750333541104527,-0.7253902573758467,0.0,225.45454545454547,114.0,74.54545454545455
Wisconsin,65496,64793.0,81.13267209903218,228.20650773534362,396.10129556920356,1.5561215613832722,1.539418961871051,-0.482111217924853,-0.5904924093347231,-0.5940450760745667,-0.36397750878654195,-0.5656560407710998,100825.78432670636,1242.7272727272727,441.8181818181818,254.54545454545453
Wyoming,97813,11938.0,40.79464489449672,11.68051798261231,68.33103019828201,0.22895302462148437,0.02794353723872369,-0.5392404111983433,-0.7736791982622541,-0.8061187680092923,-0.3925706620267164,-0.722490761435789,2733.2412079312803,67.0,234.0,40.0
