state,mean_spending_2017,land_area_sqmi,operations,emp_farmworker,emp_pesticide_app,emp_flc_supervisor,SPEND_WORK,SPEND_APP,SPEND_FLC,SPEND_OP,SPEND_AREA,SPEND_WORK_z,SPEND_APP_z,SPEND_FLC_z,SPEND_OP_z,SPEND_AREA_z
Illinois,9063.126707443847,57914,72651.0,1560.0,1080.0,270.0,5.809696607335799,8.391783988373932,33.56713595349573,0.12474882255500747,0.15649284641785832,-0.717673587624176,-0.8776981653643422,-0.8929647246307408,-0.4052443026565338,-0.749860699952773
Indiana,773242.4936430515,36420,56649.0,790.0,730.0,170.0,978.7879666367741,1059.2362926617143,4548.485256723832,13.649711268390465,21.231260121994822,0.7376952282441666,0.07294972549374774,2.2423695703770887,-0.12329862980055734,1.4259468636561075
Iowa,26611.994896394135,56273,86104.0,650.0,570.0,360.0,40.94153060983713,46.687710344551114,73.92220804553926,0.3090680444159869,0.4729087643522495,-0.665123826518045,-0.8430537043442071,-0.8649405970334701,-0.40140192547907355,-0.7171931910552616
Kansas,17793.72863983089,82278,58569.0,180.0,560.0,190.0,98.8540479990605,31.774515428269446,93.651203367531,0.30380796393708087,0.2162635047015106,-0.578499002045697,-0.8565449460798823,-0.8512400173143111,-0.40151157879129834,-0.74368983938407
Kentucky,858735.5489609989,40408,75966.0,640.0,310.0,320.0,1341.7742952515607,2770.114674067738,2683.5485905031214,11.304209106192229,21.251622177811296,1.2806456717689902,1.6206981424804576,0.9472852009131052,-0.1721937145709964,1.4280490892454478
Louisiana,540716.2612105065,52378,27386.0,470.0,300.0,300.0,1150.4601302351202,1802.3875373683552,1802.3875373683552,19.744258424395916,10.323346848113838,0.9944803190829601,0.7452424933941445,0.3353727818131836,0.003750240429876049,0.29978874792668003
Maine,234604.92501161373,35380,7600.0,340.0,90.0,200.0,690.0144853282757,2606.7213890179305,1173.0246250580685,30.86906908047549,6.631004098688913,0.30575144029768697,1.472884188531102,-0.10168124002935838,0.235661584981483,-0.08141723060601617
Maryland,177413.29371890033,12406,12429.0,980.0,100.0,170.0,181.03397318255136,1774.1329371890033,1043.6076101111785,14.274140616212112,14.300604039892015,-0.4555752902974097,0.7196819315357116,-0.19155343581821432,-0.11028157682701635,0.7104099503879471
Massachusetts,359885.7149131784,10554,7241.0,770.0,300.0,220.0,467.38404534179017,1199.6190497105947,1635.8441586962656,49.70110687932308,34.099461333444985,-0.027256407667485275,0.1999471744977343,0.21971859877165692,0.6282402401688157,2.7544896257088713
Michigan,195922.08650771773,96714,47641.0,1130.0,460.0,350.0,173.38237744045816,425.91757936460374,559.7773900220507,4.112467968928397,2.025788267548832,-0.46702045220666427,-0.4999828959051537,-0.5275439103803096,-0.32211503982955264,-0.5568703308192723
Minnesota,142906.3843471735,86936,68822.0,,1250.0,200.0,,114.3251074777388,714.5319217358675,2.0764636939811907,1.643811359473331,,-0.7818654425251755,-0.4200763600036882,-0.364558233112828,-0.596306507496666
Mississippi,,48432,34988.0,750.0,140.0,360.0,,,,,,,,,,
Missouri,47548.7575459289,69707,95320.0,790.0,440.0,220.0,60.18830069104924,108.06535805892932,216.13071611785864,0.4988329578884694,0.6821231375031044,-0.6363347467973475,-0.7875283332127847,-0.7661854921845331,-0.39744602568062865,-0.6955934168055665
Montana,241116.35229923914,147040,27048.0,210.0,320.0,130.0,1148.1731061868531,753.4886009351223,1854.7411715326089,8.914387470394821,1.6398010901743685,0.99105941690712,-0.2036453329336514,0.3717291763861756,-0.22201269719731365,-0.5967205369451859
Nebraska,61900.38600829228,77358,46332.0,650.0,280.0,240.0,95.23136308968043,221.0728071724724,257.91827503455113,1.3360180006969757,0.8001807958878497,-0.5839177691541024,-0.6852959931621427,-0.7371665901642651,-0.37999379975801373,-0.6834048719596567
Nevada,138709.16976530346,110572,3423.0,,30.0,120.0,,4623.638992176782,1155.9097480441956,40.5226905536966,1.2544692125068142,,3.297491396973528,-0.11356647458313174,0.43690405146998035,-0.6365030884184962
New Hampshire,182312.70061519276,9349,4123.0,190.0,,30.0,959.5405295536461,,6077.090020506425,44.218457583117335,19.50077020164646,0.7089051508302848,,3.3038920191124768,0.5139471875231834,1.247287094453991
New Jersey,54315.886884888794,8723,9883.0,1580.0,270.0,180.0,34.377143598030884,201.16995142551406,301.75492713827106,5.495890608609612,6.226743882252527,-0.6749427551072569,-0.7033011382447254,-0.7067247183423085,-0.29327577106624353,-0.12315398741508377
New Mexico,502543.7505637265,121590,25044.0,1720.0,,150.0,292.1765991649573,,3350.2916704248437,20.066433100292546,4.133100999783918,-0.28932953029331604,,1.4102974612730002,0.010466396288837498,-0.33930650571359894
New York,613285.5717394783,54555,33438.0,1310.0,350.0,270.0,468.15692499196814,1752.2444906842236,2271.428043479549,18.34097648601825,11.241601534955151,-0.02610034388277792,0.699880519117238,0.6610927052361452,-0.025503021596323255,0.3945914789283175
North Carolina,74669.8786643824,53819,46418.0,2350.0,500.0,660.0,31.77441645292868,149.3397573287648,113.13617979451878,1.6086405847813865,1.387425977152723,-0.6788358820555918,-0.7501893926859509,-0.8377088937823233,-0.37431062258001846,-0.6227763254907375
North Dakota,183386.30146962174,70698,26364.0,160.0,300.0,90.0,1146.164384185136,611.2876715654058,2037.625571884686,6.955936180762469,2.593939028962937,0.9880547954771272,-0.3322875939604951,0.49873119881664557,-0.262839196259503,-0.49821313627992664
Ohio,45115.75346265586,44826,77805.0,1590.0,710.0,210.0,28.374687712362178,63.54331473613502,214.8369212507422,0.5798567375188723,1.0064639598147473,-0.6839211540948965,-0.827805259277651,-0.7670839535317973,-0.3957569781763036,-0.6621077225084523
Oklahoma,631838.1523327702,69899,78531.0,1240.0,440.0,300.0,509.54689704255657,1435.995800756296,2106.127174442567,8.045716371022529,9.039301740121749,0.03581026241500315,0.41378571861609736,0.5463013690872142,-0.24012129147873257,0.16722097047739468
Oregon,1528272.3037076236,98379,37616.0,4570.0,430.0,580.0,334.414070833178,3554.121636529357,2634.952247771765,40.62825137461781,15.534537896376499,-0.2261512445899866,2.329951090115054,0.9135380152716568,0.4391046059484902,0.8378041266948603
Pennsylvania,8768.427935913782,46054,53157.0,2290.0,1060.0,410.0,3.8290078322767607,8.272101826333756,21.38640959978971,0.16495340098037478,0.19039449202922182,-0.7206362773017925,-0.8778064359923732,-0.9014234935504227,-0.40440618521543714,-0.7463606158960691
Rhode Island,,1545,1043.0,70.0,,,,,,,,,,,,
South Carolina,495839.24746982224,32020,24791.0,1170.0,300.0,390.0,423.7942286066857,1652.797491566074,1271.382685820057,20.000776389408344,15.485298172074398,-0.09245751433122162,0.609915658299544,-0.03337758692902046,0.00909769559174561,0.8327205040305813
South Dakota,425316.5372392249,77116,29968.0,140.0,710.0,80.0,3037.9752659944634,599.0373763932745,5316.456715490311,14.19235642149042,5.5152826552106555,3.817802023873485,-0.34336983987952086,2.775678744065249,-0.1119864761864147,-0.19660688484309483
Tennessee,0.0,42144,69983.0,980.0,470.0,180.0,0.0,0.0,0.0,0.0,0.0,-0.7263636596765732,-0.8852898039780853,-0.9162750460418917,-0.4078448563256563,-0.766017382227564
Texas,1207531.7957447232,268596,248416.0,4770.0,950.0,780.0,253.1513198626254,1271.0861007839192,1548.117686852209,4.860926010179389,4.495717716364813,-0.3477030585381428,0.2645999378779945,0.15879793345828913,-0.3065124452278977,-0.301869119843053
Utah,0.0,84897,18409.0,450.0,,50.0,0.0,,0.0,0.0,0.0,-0.7263636596765732,,-0.9162750460418917,-0.4078448563256563,-0.766017382227564
Vermont,308745.1806507017,9616,6808.0,160.0,,90.0,1929.6573790668856,,3430.5020072300185,45.35034968429813,32.107443911262656,2.159993889417728,,1.465998630834074,0.5375429706054536,2.548829154238431
Virginia,136453.80812686757,42775,43225.0,990.0,340.0,610.0,137.83212942107835,401.33472978490465,223.69476742109438,3.156826098944305,3.190036426110288,-0.520196071804238,-0.52222180367061,-0.7609327215194058,-0.34203665448253623,-0.4366706666335914
Washington,1030022.5172531863,71298,35793.0,5050.0,740.0,800.0,203.96485490162107,1391.9223206124138,1287.528146566483,28.777205522118468,14.44672385274743,-0.42127556213052086,0.37391458583123577,-0.022165552638942394,0.19205393129328563,0.7254956967616386
West Virginia,,24230,23622.0,150.0,100.0,30.0,,,,,,,,,,
Wisconsin,100825.78432670636,65496,64793.0,850.0,260.0,380.0,118.61856979612513,387.79147817963985,265.33101138606935,1.5561215613832722,1.539418961871051,-0.5489354757368026,-0.5344737243569154,-0.73201889847173,-0.3754054508613554,-0.6070842193127074
Wyoming,2733.2412079312803,97813,11938.0,40.0,140.0,,68.33103019828201,19.52315148522343,,0.22895302462148437,0.02794353723872369,-0.6241549531000853,-0.867628158863946,,-0.4030720286865531,-0.7631324270162929
