state,mean_spending_2017,land_area_sqmi,operations,SPEND_WORK,SPEND_APP,SPEND_FLC,SPEND_OP,SPEND_AREA,SPEND_WORK_z,SPEND_APP_z,SPEND_FLC_z,SPEND_OP_z,SPEND_AREA_z,emp_farmworker,emp_pesticide_app,emp_flc_supervisor
Minnesota,142906.3843471735,86936,68822.0,167.87827823456504,161.984566640373,710.5842315605312,2.0764636939811907,1.643811359473331,-0.3472867787166577,-0.6521301873440399,-0.4010669053947027,-0.34922615733173407,-0.558059414028325,851.25,882.2222222222222,201.11111111111111
Mississippi,0.0,48432,34988.0,0.0,0.0,0.0,0.0,0.0,-0.544197502391616,-0.7942603674449609,-0.8476373198641681,-0.3936759510861256,-0.7301490511833445,644.4444444444445,78.75,385.55555555555554
Missouri,47548.7575459289,69707,95320.0,46.36390226580282,108.68287439069464,155.61411560485823,0.4988329578884694,0.6821231375031044,-0.4898155439657727,-0.6988987115081343,-0.7498408067747258,-0.3829976896937853,-0.658737984121755,1025.5555555555557,437.5,305.55555555555554
Montana,241116.3522992391,147040,27048.0,794.8890735139752,522.902932697145,1695.349352104025,8.914387470394821,1.6398010901743683,0.38815767990454764,-0.33544944773218527,0.2178139373034223,-0.202850228655088,-0.5584792467448806,303.3333333333333,461.1111111111111,142.22222222222223
Nebraska,61900.38600829228,77358,46332.0,81.9269814815633,259.26863249546506,353.7164914759559,1.3360180006969757,0.8001807958878497,-0.44810227564942273,-0.5667701923290096,-0.6253423220477875,-0.36507649868285474,-0.6463785978225197,755.5555555555555,238.75,175.0
Nevada,138709.16976530346,110572,3423.0,641.4296867759698,1612.897322852366,1223.9044391056188,40.5226905536966,1.2544692125068142,0.2081594144048584,0.6209447458313294,-0.07846810899932485,0.4737725107896345,-0.5988194126829707,216.25,86.0,113.33333333333333
New Hampshire,182312.70061519276,9349,4123.0,891.746905183008,1657.3881874108433,4207.21616804291,44.218457583117335,19.50077020164646,0.5017658603559104,0.6599823820931905,1.7964099084277405,0.5528859008759627,1.3113750257155785,204.44444444444446,110.0,43.333333333333336
New Jersey,54315.886884888794,8723,9883.0,23.01520630715627,173.34857516453872,250.68870869948677,5.495890608609612,6.226743882252527,-0.517202104433469,-0.6421590610095543,-0.690090676448104,-0.27602823841120927,-0.07827492391280622,2360.0,313.3333333333333,216.66666666666666
New Mexico,502543.7505637265,121590,25044.0,269.7014761522683,4332.273711756263,2614.3894537997335,20.066433100292546,4.133100999783918,-0.22785453411823015,3.0070082081313863,0.795389544669473,0.035875894814040785,-0.2974571566549188,1863.3333333333333,116.0,192.22222222222223
New York,613285.5717394783,54555,33438.0,320.0446558327349,1092.713713566999,2615.910021637585,18.34097648601825,11.241601534955151,-0.16880513209179163,0.16451984309711432,0.7963451535606062,-0.001060070336206567,0.44672755210985005,1916.25,561.25,234.44444444444446
North Carolina,74669.8786643824,53819,46418.0,28.379599154537228,187.19468188842382,133.6041566559526,1.6086405847813865,1.387425977152723,-0.510910007035504,-0.6300100663048213,-0.7636730817587666,-0.35924060679104536,-0.5849002477779717,2631.1111111111113,398.8888888888889,558.8888888888889
North Dakota,183386.30146962177,70698,26364.0,774.8716963505145,534.1348586493839,2391.995236560284,6.95593618076247,2.5939390289629376,0.3646785480908163,-0.32559421465917204,0.6556247238963945,-0.24477379137111813,-0.4585911113236902,236.66666666666666,343.3333333333333,76.66666666666667
Ohio,45115.75346265586,44826,77805.0,23.242231320200503,67.33694546665055,209.29988719788804,0.5798567375188723,1.0064639598147473,-0.5169358182880489,-0.7351768856965487,-0.7161016999854273,-0.3812632551817773,-0.624782935627593,1941.111111111111,670.0,215.55555555555554
Oklahoma,631838.1523327702,69899,78531.0,949.3394609340454,1846.2803152580946,3008.7531063465244,8.045716371022529,9.039301740121749,0.5693183272413623,0.8257220738885234,1.0432294656071368,-0.22144542553689234,0.21617009159875974,665.5555555555555,342.22222222222223,210.0
Oregon,1528272.3037076236,98379,37616.0,280.0743378816659,4600.150746946024,2460.545748366478,40.62825137461781,15.534537896376499,-0.21568781587930427,3.2420516573073157,0.6987056552057721,0.47603219716512607,0.8961525159349495,5456.666666666667,332.22222222222223,621.1111111111111
Pennsylvania,8768.427935913782,46054,53157.0,3.781305770159274,12.103658193746018,20.822124386074943,0.16495340098037478,0.19039449202922182,-0.5397622671517239,-0.7836402500187347,-0.8345515457866833,-0.3901448781981594,-0.7102167646342841,2318.8888888888887,724.4444444444445,421.1111111111111
Rhode Island,0.0,1545,1043.0,0.0,,,0.0,0.0,-0.544197502391616,,,-0.3936759510861256,-0.7301490511833445,46.0,,
South Carolina,495839.24746982224,32020,24791.0,464.8492945029583,1726.8033493973908,1177.454677368971,20.000776389408344,15.485298172074398,0.001041655067917128,0.720889354155451,-0.10765970716522888,0.03447041526443258,0.8909976383755945,1066.6666666666667,287.14285714285717,421.1111111111111
South Dakota,425316.5372392249,77116,29968.0,3905.968199135739,666.8726193646382,6075.950531988927,14.19235642149042,5.5152826552106555,4.03725897209368,-0.2091260706381609,2.9708258923118644,-0.08986745318046582,-0.15275737818342774,108.88888888888889,637.7777777777778,70.0
Tennessee,0.0,42144,69983.0,0.0,0.0,0.0,0.0,0.0,-0.544197502391616,-0.7942603674449609,-0.8476373198641681,-0.3936759510861256,-0.7301490511833445,806.6666666666666,335.7142857142857,187.77777777777777
Texas,1207531.7957447232,268596,248416.0,250.3521345704333,1143.977490705527,1151.2485340786554,4.860926010179389,4.495717716364813,-0.2505501019640566,0.20950023862781086,-0.12412909636783115,-0.2896206000418861,-0.25949502747073777,4823.333333333333,1055.5555555555557,1048.888888888889
Utah,0.0,84897,18409.0,0.0,0.0,0.0,0.0,0.0,-0.544197502391616,-0.7942603674449609,-0.8476373198641681,-0.3936759510861256,-0.7301490511833445,615.5555555555555,231.25,63.75
Vermont,308745.1806507017,9616,6808.0,1081.2088038351421,,3430.5020072300185,45.35034968429813,32.107443911262656,0.7239928212513316,,1.3082797905432306,0.5771157347977143,2.631160226077416,285.55555555555554,,90.0
Virginia,136453.80812686757,42775,43225.0,129.75005527118944,337.38578932467254,222.479034989458,3.156826098944305,3.190036426110288,-0.39200880026174545,-0.49822782561232837,-0.7078191949279892,-0.3260993931991348,-0.396186028043936,1051.6666666666667,404.44444444444446,613.3333333333334
Washington,1030022.5172531864,71298,35793.0,115.96450657091165,1492.786256888676,1183.9339278772259,28.77720552211847,14.446723852747432,-0.4081783869371297,0.5155556474029983,-0.10358778795226169,0.22234293428788923,0.782269908310046,8882.222222222223,690.0,870.0
West Virginia,0.0,24230,23622.0,0.0,0.0,0.0,0.0,0.0,-0.544197502391616,-0.7942603674449609,-0.8476373198641681,-0.3936759510861256,-0.7301490511833445,237.77777777777777,128.75,57.77777777777778
Wisconsin,100825.78432670636,65496,64793.0,81.53028382213452,236.31043201571802,386.1413016767478,1.5561215613832722,1.539418961871051,-0.4485675772001639,-0.5869144149340181,-0.6049647787709523,-0.36036485459994994,-0.5689881922738257,1236.6666666666667,426.6666666666667,261.1111111111111
Wyoming,2733.2412079312803,97813,11938.0,39.756235751727715,11.603382486500719,,0.22895302462148437,0.02794353723872369,-0.49756592363830754,-0.7840792071233875,,-0.3887748710656235,-0.7272236588282386,68.75,235.55555555555554,
